totalScreenTime,socialMediaTime,gamingTime,entertainmentTime,educationTime,productivityTime,numberOfSessions,averageSessionDuration,lateNightUsage,earlyMorningUsage,sevenDayAverage,usageChangePercentage,socialMediaPercentage,gamingPercentage,productivePercentage,riskScore,riskLevel
439.2,166.7,127.8,69.0,8.9,16.2,96,4.6,97,33,454.3,26.3,38.0,29.1,5.7,91,CRITICAL
260.7,53.3,15.2,55.2,20.1,13.3,48,5.4,9,0,246.0,36.1,20.4,5.8,12.8,57,MODERATE
94.0,22.3,28.2,9.3,5.0,25.2,24,3.9,1,3,101.9,-6.1,23.7,30.0,32.2,19,LOW
63.6,9.0,19.1,21.0,30.2,10.3,17,3.7,0,1,68.1,-9.7,14.1,30.0,63.7,19,LOW
380.0,200.1,104.4,92.8,6.3,36.4,54,7.0,59,27,332.1,34.6,52.7,27.5,11.2,77,HIGH
192.8,96.4,61.7,35.6,22.5,9.8,34,5.7,7,15,210.1,-21.2,50.0,32.0,16.7,54,MODERATE
130.0,36.1,15.6,12.2,35.5,24.7,27,4.8,2,8,138.2,15.8,27.8,12.0,46.3,16,LOW
212.4,106.2,41.3,40.7,16.5,3.4,30,7.1,11,15,238.7,-4.5,50.0,19.5,9.4,34,MODERATE
395.0,184.7,111.7,70.3,14.0,18.8,66,6.0,51,14,394.0,9.9,46.8,28.3,8.3,66,HIGH
524.3,228.5,107.1,109.8,11.8,0.2,114,4.6,94,28,466.7,36.3,43.6,20.4,2.3,96,CRITICAL
80.8,29.0,0.0,29.0,18.8,6.4,16,5.0,6,11,74.7,-8.8,35.9,0.0,31.2,21,LOW
74.9,29.9,12.0,12.0,48.3,12.8,10,7.5,1,7,71.1,-8.8,40.0,16.0,81.6,16,LOW
206.0,50.6,15.1,50.2,41.6,37.6,48,4.3,16,17,178.6,10.6,24.6,7.3,38.5,48,MODERATE
77.5,26.5,11.2,4.8,22.5,27.2,10,7.8,0,9,70.7,-10.2,34.2,14.4,64.0,9,LOW
210.0,78.8,59.4,74.5,25.6,10.2,38,5.5,7,10,202.3,-1.1,37.5,28.3,17.0,47,MODERATE
359.8,84.1,38.1,87.5,45.0,30.2,91,4.0,71,23,338.5,-4.7,23.4,10.6,20.9,78,HIGH
103.1,27.8,30.9,16.4,34.5,20.3,40,2.6,3,0,108.4,-2.5,26.9,30.0,53.2,16,LOW
333.4,140.5,80.7,71.7,29.7,22.3,62,5.4,30,34,297.7,2.9,42.1,24.2,15.6,71,HIGH
77.2,16.1,11.1,30.9,27.2,5.8,28,2.8,4,9,79.8,11.2,20.9,14.4,42.7,26,LOW
371.5,75.3,104.6,65.3,21.5,10.5,45,8.3,89,33,328.5,10.3,20.3,28.1,8.6,77,HIGH
305.9,159.0,95.4,74.9,0.7,21.9,67,4.6,61,14,300.6,19.9,52.0,31.2,7.4,71,HIGH
117.6,46.2,4.7,11.5,26.1,36.8,20,5.9,3,1,109.7,-9.6,39.3,4.0,53.5,13,LOW
121.8,24.8,0.0,12.0,5.0,25.2,26,4.7,10,6,111.1,-3.3,20.4,0.0,24.8,27,LOW
227.0,84.9,32.7,64.5,0.0,9.2,43,5.3,25,4,212.8,9.7,37.4,14.4,4.0,59,MODERATE
76.4,17.1,22.5,12.6,12.2,12.7,28,2.7,1,5,69.9,15.5,22.3,29.5,32.5,18,LOW
100.2,28.1,27.3,7.8,14.5,33.1,8,12.5,0,3,94.9,-20.2,28.1,27.3,47.6,19,LOW
430.0,268.3,92.2,152.8,13.2,2.0,95,4.5,109,23,465.6,50.9,62.4,21.4,3.5,98,CRITICAL
232.2,78.4,40.3,41.1,38.1,10.7,31,7.5,22,13,256.8,-27.9,33.8,17.4,21.0,51,MODERATE
237.7,62.4,53.4,75.8,42.8,33.0,45,5.3,32,12,221.8,22.7,26.3,22.5,31.9,56,MODERATE
107.9,30.1,9.1,28.4,42.7,27.0,23,4.7,4,4,98.8,-10.6,27.9,8.4,64.6,15,LOW
218.8,92.1,34.8,63.7,40.5,26.9,28,7.8,4,12,233.4,-4.8,42.1,15.9,30.8,53,MODERATE
492.2,201.4,167.2,118.8,0.0,9.3,100,4.9,108,35,514.3,26.9,40.9,34.0,1.9,95,CRITICAL
484.9,185.7,122.2,114.6,5.9,5.3,109,4.4,97,28,428.6,50.5,38.3,25.2,2.3,91,CRITICAL
320.2,141.1,73.0,71.8,12.1,31.9,82,3.9,71,16,327.7,41.4,44.1,22.8,13.8,69,HIGH
640.6,206.8,72.5,165.2,12.7,14.8,105,6.1,118,29,678.4,38.8,32.3,11.3,4.3,88,CRITICAL
403.0,169.9,93.9,103.9,18.0,18.8,90,4.5,68,25,372.2,37.2,42.2,23.3,9.1,78,HIGH
333.6,171.1,21.6,34.6,20.1,27.5,87,3.8,60,30,316.8,19.6,51.3,6.5,14.3,65,HIGH
168.5,60.8,33.2,20.4,35.5,29.2,47,3.6,25,17,147.0,1.8,36.1,19.7,38.4,52,MODERATE
201.4,42.7,39.9,49.1,25.2,27.2,28,7.2,31,4,218.1,-5.9,21.2,19.8,26.0,50,MODERATE
75.9,30.4,8.7,18.1,35.5,16.7,25,3.0,3,8,83.2,-14.9,40.0,11.5,68.7,20,LOW
186.6,77.9,39.1,43.5,49.4,31.1,31,6.0,13,17,196.8,23.8,41.7,20.9,43.1,47,MODERATE
119.4,11.4,4.0,28.2,23.7,14.6,27,4.4,8,1,118.4,18.5,9.6,3.4,32.0,25,LOW
329.0,160.4,77.0,62.5,16.8,3.5,89,3.7,78,26,291.0,-17.1,48.8,23.4,6.1,64,HIGH
364.0,159.9,85.4,122.7,17.9,38.5,74,4.9,59,43,399.4,36.3,43.9,23.5,15.5,79,HIGH
438.8,177.8,78.0,141.6,21.2,4.5,124,3.5,126,35,373.4,26.4,40.5,17.8,5.9,86,CRITICAL
449.2,301.4,83.5,115.7,18.2,9.3,124,3.6,112,55,429.2,8.6,67.1,18.6,6.1,90,CRITICAL
79.7,0.0,9.7,11.6,10.7,15.0,10,8.0,12,0,86.6,21.2,0.0,12.2,32.3,6,LOW
314.0,126.6,60.9,47.1,10.7,18.7,71,4.4,36,23,324.4,9.6,40.3,19.4,9.4,75,HIGH
209.6,70.7,24.6,18.5,20.9,28.3,50,4.2,23,14,179.5,-1.1,33.7,11.7,23.5,38,MODERATE
334.0,137.0,65.2,20.0,0.0,31.0,55,6.1,102,33,295.4,52.5,41.0,19.5,9.3,69,HIGH
113.1,14.1,14.6,29.1,37.4,6.5,11,10.3,9,7,122.9,-18.1,12.5,12.9,38.8,21,LOW
175.1,87.6,20.2,70.0,52.0,13.1,42,4.2,31,18,173.4,13.0,50.0,11.5,37.2,55,MODERATE
206.3,58.3,39.0,16.3,58.9,23.5,40,5.2,10,12,218.9,30.0,28.2,18.9,39.9,52,MODERATE
469.2,216.4,113.8,74.6,6.3,14.1,100,4.7,169,37,478.5,0.8,46.1,24.3,4.4,82,CRITICAL
252.9,50.5,38.5,57.8,21.8,32.2,43,5.9,4,15,237.1,-14.8,20.0,15.2,21.4,54,MODERATE
255.2,45.0,27.6,15.9,44.6,27.2,32,8.0,17,25,225.4,3.7,17.6,10.8,28.1,43,MODERATE
79.7,29.3,3.6,21.3,24.5,17.5,18,4.4,4,0,72.4,1.9,36.8,4.5,52.7,13,LOW
162.2,65.6,13.2,62.3,37.9,22.4,38,4.3,19,12,169.1,-8.9,40.5,8.1,37.2,41,MODERATE
174.7,73.7,55.0,60.1,46.3,21.8,36,4.9,13,11,161.0,3.6,42.2,31.5,39.0,57,MODERATE
104.4,29.9,18.6,35.3,28.0,10.1,7,14.9,1,0,114.0,-3.3,28.6,17.8,36.4,12,LOW
116.4,43.3,0.0,25.2,5.0,26.0,21,5.5,1,8,115.3,-5.4,37.2,0.0,26.6,12,LOW
209.7,84.5,45.5,46.1,37.2,24.6,24,8.7,4,10,224.9,2.1,40.3,21.7,29.5,53,MODERATE
382.3,169.1,81.9,104.4,26.2,26.6,70,5.5,59,14,351.1,3.3,44.2,21.4,13.8,67,HIGH
101.1,18.9,10.3,22.8,5.0,5.0,14,7.2,7,3,102.3,10.3,18.7,10.2,9.9,7,LOW
494.0,162.1,84.3,64.3,0.1,1.2,117,4.2,177,10,521.6,67.5,32.8,17.1,0.3,97,CRITICAL
101.0,4.5,18.3,32.1,44.2,15.5,21,4.8,0,7,101.2,7.4,4.5,18.1,59.1,12,LOW
89.0,35.6,0.0,19.2,42.9,18.5,5,17.8,4,10,81.9,17.3,40.0,0.0,68.9,20,LOW
450.7,315.5,101.6,159.0,19.0,10.4,118,3.8,75,28,432.1,-49.0,70.0,22.5,6.5,86,CRITICAL
497.2,170.3,40.0,84.4,13.4,16.6,99,5.0,82,19,525.8,6.8,34.3,8.0,6.0,87,CRITICAL
182.0,91.0,39.7,45.4,17.2,42.7,48,3.8,29,7,170.3,20.0,50.0,21.8,32.9,54,MODERATE
194.9,54.1,30.1,32.6,42.3,29.0,36,5.4,30,9,222.5,-0.9,27.8,15.4,36.6,47,MODERATE
348.1,136.8,31.4,66.0,15.0,21.2,70,5.0,80,15,308.2,-22.9,39.3,9.0,10.4,75,HIGH
315.5,146.5,45.7,48.6,10.8,11.3,79,4.0,76,7,332.3,-5.6,46.4,14.5,7.0,73,HIGH
81.3,5.4,0.0,15.2,8.1,16.0,27,3.0,15,6,79.6,-2.7,6.6,0.0,29.7,5,LOW
521.9,284.7,103.2,106.7,0.0,14.6,115,4.5,126,13,550.5,-2.4,54.6,19.8,2.8,86,CRITICAL
368.1,189.5,118.4,92.3,21.2,19.0,60,6.1,54,29,347.0,-3.2,51.5,32.2,10.9,75,HIGH
108.6,0.0,14.9,21.9,20.8,35.5,23,4.7,10,11,106.7,19.6,0.0,13.7,51.8,15,LOW
108.6,22.8,16.9,24.7,25.0,16.5,15,7.2,5,7,99.2,-2.5,21.0,15.5,38.2,18,LOW
233.8,70.0,18.7,71.1,4.5,36.8,26,9.0,44,0,200.7,25.7,30.0,8.0,17.7,43,MODERATE
100.9,12.2,21.8,18.0,12.6,47.7,14,7.2,0,5,103.0,5.9,12.0,21.6,59.8,17,LOW
210.1,60.7,12.4,44.1,0.0,22.6,42,5.0,24,0,197.5,9.0,28.9,5.9,10.7,38,MODERATE
487.4,247.4,149.5,57.2,15.2,7.3,98,5.0,145,56,470.0,35.6,50.8,30.7,4.6,84,CRITICAL
84.7,5.4,20.6,0.0,36.5,33.4,9,9.4,9,10,80.7,3.9,6.4,24.3,82.6,17,LOW
202.8,83.6,43.9,64.1,17.9,12.9,42,4.8,3,9,205.7,9.6,41.2,21.6,15.2,51,MODERATE
164.9,61.0,12.5,49.1,19.8,29.4,54,3.1,41,0,184.1,-10.0,37.0,7.6,29.8,38,MODERATE
189.1,70.7,55.5,54.0,25.2,32.7,37,5.1,26,23,201.2,-32.4,37.4,29.4,30.6,32,MODERATE
120.3,23.1,36.1,47.7,22.3,18.7,27,4.5,2,13,118.4,-7.5,19.2,30.0,34.1,25,LOW
72.7,29.1,15.3,0.0,34.8,29.7,12,6.1,3,7,66.7,-15.2,40.0,21.1,88.8,5,LOW
172.2,73.0,21.9,20.6,23.6,41.0,37,4.7,40,16,178.5,-2.1,42.4,12.7,37.5,54,MODERATE
100.2,25.7,11.1,0.0,32.1,43.7,23,4.4,0,8,110.2,6.9,25.6,11.0,75.6,21,LOW
392.5,108.6,85.7,87.9,8.8,22.6,72,5.5,61,28,347.6,5.4,27.7,21.8,8.0,78,HIGH
168.6,32.8,59.0,34.4,27.2,8.3,53,3.2,12,8,165.4,10.4,19.4,35.0,21.1,35,MODERATE
318.7,132.6,86.1,20.0,37.0,21.0,70,4.6,32,7,313.8,9.2,41.6,27.0,18.2,79,HIGH
98.3,8.9,11.0,39.3,10.9,8.8,32,3.1,10,0,89.8,23.4,9.0,11.2,20.1,16,LOW
552.4,154.4,97.2,181.1,4.4,7.7,126,4.4,106,47,540.9,5.3,27.9,17.6,2.2,89,CRITICAL
414.5,136.3,15.0,89.4,22.0,10.7,73,5.7,80,10,433.1,11.4,32.9,3.6,7.9,78,HIGH
159.6,79.8,21.8,26.9,29.5,15.3,43,3.7,19,2,161.8,-4.2,50.0,13.7,28.1,59,MODERATE
231.0,46.7,37.6,28.7,42.3,27.1,28,8.3,22,5,210.5,7.7,20.2,16.3,30.1,32,MODERATE
59.8,11.4,17.9,23.9,34.8,17.7,24,2.5,0,12,56.4,-0.6,19.1,30.0,87.7,11,LOW
379.5,174.8,61.8,40.3,9.2,16.2,88,4.3,59,14,413.0,-20.7,46.1,16.3,6.7,62,HIGH
412.0,101.8,108.9,97.1,38.8,40.0,89,4.6,83,6,363.0,-8.1,24.7,26.4,19.1,71,HIGH
241.8,70.7,36.1,67.6,49.0,4.2,32,7.6,20,12,266.6,0.9,29.2,14.9,22.0,50,MODERATE
202.9,56.8,53.2,37.6,25.9,46.2,48,4.2,41,22,214.0,-11.0,28.0,26.2,35.5,49,MODERATE
137.1,20.2,33.2,31.4,32.1,26.3,30,4.6,6,7,149.8,5.6,14.8,24.2,42.6,18,LOW
326.5,106.5,59.9,63.2,11.2,26.5,50,6.5,61,31,296.6,38.0,32.6,18.3,11.5,76,HIGH
527.4,218.2,54.9,162.7,14.8,9.5,65,8.1,123,28,548.9,12.5,41.4,10.4,4.6,94,CRITICAL
383.8,184.7,46.4,91.0,30.5,13.3,63,6.1,75,5,347.0,-5.9,48.1,12.1,11.4,69,HIGH
52.8,21.1,15.8,21.1,8.2,36.6,36,1.5,16,5,50.2,6.1,40.0,30.0,84.7,14,LOW
234.8,81.9,40.5,10.0,14.6,27.6,43,5.5,19,14,203.7,5.2,34.9,17.3,18.0,48,MODERATE
347.4,128.6,85.1,66.0,17.8,9.5,81,4.3,60,26,291.9,-8.3,37.0,24.5,7.8,79,HIGH
163.5,81.8,56.5,39.4,34.6,24.8,65,2.5,12,13,180.8,-2.7,50.0,34.5,36.3,58,MODERATE
172.6,42.2,41.3,37.2,28.6,49.2,33,5.2,22,23,176.4,9.9,24.4,23.9,45.0,39,MODERATE
508.8,251.9,154.5,89.8,5.5,3.8,85,6.0,139,40,457.4,54.3,49.5,30.4,1.8,89,CRITICAL
351.6,147.8,36.4,29.6,24.6,19.9,82,4.3,79,11,361.1,42.9,42.0,10.3,12.7,76,HIGH
169.7,84.8,29.5,56.7,13.6,2.9,31,5.5,19,6,189.0,28.3,50.0,17.4,9.7,57,MODERATE
411.1,147.5,57.1,109.3,19.7,6.3,68,6.0,49,5,353.1,-1.4,35.9,13.9,6.3,68,HIGH
204.7,80.9,56.7,42.8,53.0,48.0,52,3.9,15,7,191.3,-9.6,39.5,27.7,49.3,50,MODERATE
296.7,178.0,81.7,72.1,18.8,15.5,55,5.4,60,42,304.2,46.7,60.0,27.5,11.6,79,HIGH
133.2,2.7,23.6,13.1,27.9,32.1,15,8.9,4,2,142.6,-28.7,2.0,17.7,45.1,13,LOW
212.3,74.8,65.2,56.2,36.0,28.6,36,5.9,21,6,213.7,4.2,35.2,30.7,30.5,42,MODERATE
529.7,198.9,102.6,137.3,4.4,6.7,113,4.7,196,10,566.3,77.4,37.6,19.4,2.1,88,CRITICAL
87.8,21.6,10.1,15.2,38.9,14.8,34,2.6,0,4,95.9,-2.0,24.7,11.5,61.2,22,LOW
237.5,90.3,42.5,74.6,35.7,21.7,41,5.8,21,7,203.6,34.4,38.0,17.9,24.2,33,MODERATE
511.1,225.9,172.4,194.2,19.4,7.5,120,4.3,147,30,530.6,80.3,44.2,33.7,5.3,84,CRITICAL
52.2,20.3,0.0,2.1,10.0,8.9,12,4.4,2,7,47.7,10.7,38.8,0.0,36.2,27,LOW
192.5,91.8,0.0,62.5,20.7,13.7,45,4.3,4,5,169.1,-10.3,47.7,0.0,17.9,42,MODERATE
101.1,21.5,17.7,25.2,17.4,14.2,20,5.1,4,0,106.5,-17.3,21.2,17.5,31.2,25,LOW
249.2,50.7,30.3,10.0,56.0,8.9,45,5.5,20,11,251.9,19.6,20.4,12.2,26.1,52,MODERATE
349.6,153.5,74.5,157.3,12.4,26.2,75,4.7,51,28,347.2,14.4,43.9,21.3,11.1,72,HIGH
74.9,30.0,22.5,13.4,33.5,39.5,16,4.7,0,3,80.8,-7.0,40.0,30.0,97.6,10,LOW
348.2,208.9,44.4,23.1,16.6,25.9,54,6.4,38,22,294.0,-14.2,60.0,12.8,12.2,76,HIGH
517.1,144.6,111.2,137.8,0.0,0.0,76,6.8,151,10,470.6,48.7,28.0,21.5,0.0,97,CRITICAL
114.6,19.8,19.1,26.6,31.7,10.1,21,5.5,2,6,114.6,1.9,17.3,16.7,36.5,7,LOW
457.4,244.6,117.3,91.3,19.6,8.8,93,4.9,122,38,479.7,26.2,53.5,25.6,6.2,81,CRITICAL
84.2,33.7,0.3,28.8,16.4,16.0,17,5.0,7,0,86.1,5.6,40.0,0.3,38.4,21,LOW
474.8,207.0,109.5,39.1,0.0,8.4,65,7.3,118,26,489.2,41.6,43.6,23.1,1.8,88,CRITICAL
214.1,95.7,50.7,32.9,21.2,11.8,48,4.5,9,20,208.7,28.8,44.7,23.7,15.4,34,MODERATE
490.2,209.6,84.7,117.4,16.2,7.8,85,5.8,141,34,417.9,11.3,42.8,17.3,4.9,95,CRITICAL
402.9,213.3,52.2,107.0,24.3,3.9,54,7.5,96,5,424.2,68.2,52.9,13.0,7.0,62,HIGH
311.8,187.1,80.7,34.1,4.5,14.4,78,4.0,76,31,323.7,-14.8,60.0,25.9,6.0,71,HIGH
103.3,9.0,12.5,24.0,44.5,28.0,14,7.4,0,10,101.7,-2.1,8.7,12.1,70.2,18,LOW
21.4,8.6,6.4,0.0,34.3,44.0,13,1.6,3,9,22.4,26.3,40.0,30.0,365.5,22,LOW
72.2,28.9,8.6,28.9,23.1,39.6,17,4.2,3,1,71.1,-7.4,40.0,12.0,86.8,23,LOW
319.6,141.9,71.9,72.5,36.1,14.7,54,5.9,47,26,333.8,-12.9,44.4,22.5,15.9,70,HIGH
259.5,62.6,18.4,30.7,31.9,36.3,25,10.4,44,14,267.1,13.4,24.1,7.1,26.3,32,MODERATE
359.8,115.4,112.7,63.4,18.8,16.4,45,8.0,85,10,368.6,12.8,32.1,31.3,9.8,72,HIGH
330.8,182.4,15.0,73.1,0.0,8.9,75,4.4,39,5,274.1,70.4,55.1,4.5,2.7,76,HIGH
106.2,19.0,10.5,22.9,5.6,18.3,28,3.8,4,0,109.7,-5.5,17.9,9.9,22.5,8,LOW
62.9,25.2,18.9,17.3,7.9,10.1,30,2.1,0,5,68.5,-6.6,40.0,30.0,28.8,22,LOW
229.0,74.8,37.5,27.4,41.2,35.2,43,5.3,7,8,223.9,20.1,32.6,16.4,33.3,54,MODERATE
185.4,77.1,22.7,69.1,65.2,34.8,59,3.1,30,7,183.0,8.6,41.6,12.3,54.0,50,MODERATE
84.1,21.3,17.2,14.3,43.8,9.3,18,4.7,3,2,89.0,12.4,25.3,20.5,63.1,27,LOW
214.2,32.0,34.0,37.3,10.9,29.4,32,6.7,13,10,245.0,-5.3,15.0,15.9,18.8,41,MODERATE
207.7,83.9,62.1,30.5,62.3,9.9,55,3.8,13,5,236.2,-8.4,40.4,29.9,34.8,44,MODERATE
270.0,102.5,37.3,32.8,31.8,28.7,27,10.0,22,22,288.2,-27.4,38.0,13.8,22.4,49,MODERATE
96.4,38.1,0.0,38.4,22.6,14.9,11,8.8,3,0,104.5,-15.5,39.6,0.0,38.9,23,LOW
175.6,87.8,61.4,27.5,31.1,50.7,56,3.1,17,18,152.1,58.9,50.0,35.0,46.6,48,MODERATE
104.9,35.2,11.6,26.4,31.8,22.6,18,5.8,5,11,103.2,0.9,33.5,11.0,51.9,9,LOW
414.2,212.6,84.6,70.9,23.6,21.2,67,6.2,73,22,378.7,11.0,51.3,20.4,10.8,65,HIGH
74.5,15.2,22.4,23.4,5.0,24.1,17,4.4,0,10,76.2,-2.2,20.4,30.0,39.0,12,LOW
87.5,30.2,7.5,0.0,36.9,25.9,30,2.9,3,7,89.3,-1.8,34.6,8.6,71.8,19,LOW
91.0,5.5,19.3,27.4,51.7,27.9,26,3.5,4,0,86.6,-0.4,6.1,21.3,87.4,15,LOW
379.1,212.0,98.9,53.4,19.4,33.4,50,7.6,80,5,375.5,55.0,55.9,26.1,13.9,70,HIGH
176.9,51.4,61.9,36.7,48.5,18.0,52,3.4,32,19,181.1,12.0,29.1,35.0,37.6,54,MODERATE
216.0,63.7,20.2,77.5,22.1,8.1,36,6.0,0,6,196.6,-12.4,29.5,9.4,14.0,53,MODERATE
104.6,10.9,24.3,0.0,16.3,16.9,14,7.5,2,2,108.0,29.3,10.4,23.2,31.8,29,LOW
184.2,65.5,48.5,43.9,24.1,28.0,50,3.7,8,14,186.8,28.7,35.6,26.3,28.3,58,MODERATE
336.4,148.3,89.5,112.3,16.9,36.9,65,5.2,81,39,321.7,21.1,44.1,26.6,16.0,65,HIGH
170.6,74.3,48.1,42.2,43.4,27.2,56,3.0,3,9,169.4,3.7,43.6,28.2,41.4,44,MODERATE
244.7,87.5,30.7,60.4,27.1,25.5,36,6.8,19,22,223.2,6.7,35.8,12.5,21.5,46,MODERATE
204.1,80.2,66.6,33.6,13.2,48.2,20,10.2,9,10,215.5,-23.1,39.3,32.7,30.1,52,MODERATE
337.5,177.7,57.6,108.5,24.1,15.9,71,4.8,64,35,270.7,23.4,52.6,17.1,11.9,70,HIGH
185.9,81.0,10.7,47.0,32.0,0.0,36,5.2,25,15,181.9,1.3,43.6,5.8,17.2,58,MODERATE
121.6,21.9,27.7,25.9,6.7,37.1,32,3.8,2,9,112.1,1.7,18.0,22.8,36.0,18,LOW
86.3,18.0,12.8,2.7,39.4,33.5,5,17.3,7,9,82.1,-0.8,20.8,14.8,84.5,25,LOW
236.4,92.0,70.9,49.3,6.4,20.4,46,5.1,22,2,215.2,-24.4,38.9,30.0,11.3,33,MODERATE
491.9,196.3,44.3,35.0,0.0,14.6,97,5.1,154,23,491.7,25.5,39.9,9.0,3.0,91,CRITICAL
82.8,24.9,15.6,11.3,11.3,28.4,26,3.2,2,8,86.9,20.1,30.0,18.9,48.0,24,LOW
564.2,307.4,132.5,92.9,0.8,22.2,79,7.1,178,37,514.8,79.1,54.5,23.5,4.1,89,CRITICAL
218.4,53.3,54.7,67.7,46.6,25.7,33,6.6,24,19,236.5,23.4,24.4,25.0,33.1,35,MODERATE
500.1,252.0,143.3,84.6,8.5,18.0,101,5.0,135,48,441.8,15.5,50.4,28.7,5.3,83,CRITICAL
496.3,228.3,139.5,130.9,19.3,6.1,103,4.8,137,35,454.7,60.0,46.0,28.1,5.1,92,CRITICAL
187.3,93.7,34.2,30.9,47.5,25.8,37,5.1,24,6,165.8,-13.3,50.0,18.3,39.2,44,MODERATE
94.6,32.0,16.2,8.3,42.9,18.1,19,5.0,0,0,91.3,-2.1,33.8,17.1,64.5,14,LOW
488.3,212.5,90.7,114.4,0.2,9.9,69,7.1,98,46,492.4,37.4,43.5,18.6,2.1,90,CRITICAL
48.9,19.6,14.7,19.6,18.5,27.5,25,2.0,2,11,50.8,3.2,40.0,30.0,94.0,5,LOW
396.4,147.3,54.0,103.4,15.1,20.7,68,5.8,55,22,324.7,35.0,37.2,13.6,9.0,67,HIGH
266.7,71.0,25.7,41.2,67.8,27.0,34,7.8,8,0,248.8,11.5,26.6,9.6,35.5,56,MODERATE
62.7,16.4,0.0,25.1,42.7,18.7,27,2.3,4,11,68.1,13.8,26.1,0.0,98.1,29,LOW
191.5,57.1,16.4,27.2,36.5,27.0,47,4.1,24,17,186.6,20.8,29.8,8.6,33.2,41,MODERATE
109.6,13.6,29.3,14.5,24.0,16.0,23,4.8,4,5,105.7,-3.2,12.4,26.8,36.5,27,LOW
68.9,27.6,8.2,0.0,28.9,13.0,18,3.8,20,5,68.2,-3.8,40.0,11.9,60.7,28,LOW
188.1,82.7,26.9,29.6,0.0,26.5,34,5.5,23,0,190.1,8.1,44.0,14.3,14.1,43,MODERATE
193.0,96.5,67.5,44.9,59.3,47.3,36,5.4,0,10,204.3,-6.6,50.0,35.0,55.3,58,MODERATE
59.7,23.9,11.9,23.9,6.8,13.6,8,7.5,0,11,59.9,1.7,40.0,20.0,34.2,20,LOW
210.4,70.0,51.7,31.5,22.7,15.0,38,5.5,39,16,225.1,-15.4,33.3,24.6,17.9,35,MODERATE
131.8,16.6,4.6,28.0,13.1,8.6,8,16.5,0,2,141.8,-1.0,12.6,3.5,16.4,13,LOW
88.0,21.6,22.9,24.1,33.6,31.6,17,5.2,1,1,83.6,35.4,24.6,26.0,74.0,13,LOW
368.9,113.3,15.0,70.2,23.1,16.8,100,3.7,72,21,401.1,27.5,30.7,4.1,10.8,63,HIGH
208.3,55.0,23.5,50.6,39.4,23.1,45,4.6,21,12,213.4,1.4,26.4,11.3,30.0,46,MODERATE
150.6,56.7,52.1,50.5,12.1,0.0,37,4.1,21,4,165.7,7.6,37.7,34.6,8.0,53,MODERATE
112.3,44.9,0.0,5.2,16.9,15.7,31,3.6,1,12,108.1,13.8,40.0,0.0,29.0,13,LOW
270.0,84.0,18.4,47.0,25.0,23.0,27,10.0,17,26,272.6,15.4,31.1,6.8,17.8,44,MODERATE
93.3,26.9,3.8,17.0,23.0,5.0,18,5.2,2,8,90.0,4.2,28.8,4.1,30.0,14,LOW
86.7,34.7,26.0,16.3,43.4,17.9,17,5.1,19,12,78.2,8.8,40.0,30.0,70.7,17,LOW
105.4,39.0,14.8,35.3,41.2,7.1,14,7.5,3,9,103.8,-17.2,37.0,14.0,45.8,8,LOW
91.5,36.6,23.6,17.0,35.1,15.0,20,4.6,1,7,88.7,7.5,40.0,25.8,54.7,14,LOW
373.5,138.3,71.8,57.7,6.9,13.0,69,5.4,35,15,345.1,19.9,37.0,19.2,5.3,76,HIGH
82.9,23.5,24.7,10.4,23.8,31.9,24,3.5,1,10,89.2,-3.3,28.3,29.8,67.3,11,LOW
506.2,280.6,75.1,91.3,21.0,16.1,109,4.6,93,18,491.5,61.2,55.4,14.8,7.3,95,CRITICAL
228.0,79.8,24.4,72.8,20.5,46.1,47,4.9,0,6,227.4,-27.1,35.0,10.7,29.2,55,MODERATE
230.1,46.1,17.2,26.7,28.3,21.8,30,7.7,25,30,254.2,-4.1,20.0,7.5,21.8,38,MODERATE
210.7,85.5,13.3,77.7,43.5,23.9,40,5.3,27,24,214.6,6.8,40.6,6.3,32.0,59,MODERATE
188.3,73.8,23.3,10.0,26.7,4.7,44,4.3,7,8,209.3,8.3,39.2,12.4,16.6,37,MODERATE
345.8,72.6,48.6,83.9,13.6,27.7,45,7.7,78,29,333.9,39.0,21.0,14.0,11.9,66,HIGH
430.0,161.1,74.2,73.1,3.9,18.9,69,6.2,45,8,348.0,7.4,37.5,17.3,5.3,72,HIGH
245.7,51.7,19.6,21.3,32.7,0.0,47,5.2,20,21,271.9,-7.1,21.0,8.0,13.3,44,MODERATE
67.0,18.7,20.1,0.0,27.6,32.4,18,3.7,9,7,66.4,-6.4,27.9,30.0,89.5,17,LOW
192.9,39.3,40.2,25.2,27.9,51.5,49,3.9,5,1,187.4,7.7,20.4,20.9,41.2,44,MODERATE
358.9,160.3,65.2,67.4,41.2,22.8,59,6.1,59,30,381.6,1.8,44.7,18.2,17.8,78,HIGH
188.7,94.3,10.1,75.5,45.0,23.7,37,5.1,15,10,194.8,4.1,50.0,5.3,36.4,47,MODERATE
347.5,111.1,104.0,24.4,2.2,16.9,49,7.1,89,8,351.0,52.3,32.0,29.9,5.5,74,HIGH
122.4,6.2,0.0,26.9,28.7,6.9,12,10.2,2,0,134.6,1.3,5.1,0.0,29.1,7,LOW
344.1,98.8,71.2,86.0,5.6,31.3,83,4.1,37,33,353.8,11.2,28.7,20.7,10.7,67,HIGH
